text,label
Actually sounds good. Not bass heavy but crisp sound.,1
"It's a really cool phone. I switched from Apple to Windows, which was a bit of a ""culture shock"", but I've gotten used to it and I love it. Good camera, nice size, pretty good app choices (again, having to switch from Apple to Windows has included some sacrifices). Battery life is reasonable, but I also use Spotify and Audible a lot. Good volume ranges. Really glad I invested into this one instead of getting another $600+ Apple that I'd just have to update in a year or two.",1
"I love the phone because it supports multiple languages, including Chinese. It's very light and I received it on time. I had some difficulty opening the cover and inserting the SIM card, so it would have been helpful if the manufacturer had included instructions on how to do so. The cover is one piece and you need to force the SIM card cover inside the phone to unlock it before you can insert the card. You can put two phone cards in.",0
Thank you for your kind words - we're glad you enjoyed using our service and we hope to see you again soon!,0
Great !! Recommended !! Awesome phone ! Great features and clear screen plus camera. Also with great software from Nokia.,0
My mom loves it!-comes with a case and a screen protector- huge 4000mah battery (you can charge other phones with this phone with an otg cable)-comes in gold-5.0mp front camera for those mad selfies-no problem running candy crush and other lower end games,1
"I bought this phone for my mom and I have to say I almost kept it for myself. Feels so great in your hands! The finish of the phone is fantastic, the software works smoothly and quickly and the camera is fantastic! I would recommend this to anyone based on the limited usage so far.",1
"Phone could not work in loud speaker , phone could not work when headphones inserted. It was such a big disappointment and loss of money shipping back.",1
"Camera too slow. Cant access high resolution photos/videos, unless you connect the phone to computer.",1
"I bought a used product that looks almost new, except for a very small scratch on the back. The device is working well, but the charging cable does not look like the original one. The cable broke at the joint, revealing the inner wire, but otherwise this is a great product.",0
This phone would frequently freeze up and was very slow. The reception was also very bad. This phone was running on 3g. I ended up going back to my android phone.,0
The xenon flash is dysfunctional and the battery only lasts for eight hours.,0
"I love my phone. I hardly have any problems with it, and it doesn't have many scratches. I would buy it again if the price was the same.",0
After 2 months the home button doesn't work. Took it to Apple to fix. They said it was out of warranty. Found out that it was a 2010 product. YUCKYUCKYUCK!Will cost $150 to replace/fix.Buyer Beware!,1
Good Phone. Functions like the Samsung and Apple ones but for less money.,0
"I was looking for a 32 GB phone that I could use with a pre-paid phone company, that didn't cost me $400 to $700. This phone only worked once I put a SIM card into the phone. I liked how I could use WiFi service to look up things, use the internet for social interaction without using minutes from my pre-paid card or if I didn't get the unlimited WEB card.",0
Great phone just need a option of ear bud pieces because not one fits all,1
"This phone isn't great. After updating the software countless times, it only achieved basic normal functionality. As for the camera, it's not 41mp, it's actually 34. It will save and send 5mp images to social media sites, but if you're passionate about photography and don't care about phones, it might be for you.",0
"Works great, I recomend you to buy reburbished. I have been in the industry for years and I bought this Iphone and it's flawless, fast shipping also. Thank you!",1
"We bought the cellphone and less than 3 months after it presents a problem, it can't connect to the internet wi-fi.",1
"I bought an Amazon Kindle from aucee, and it broke after only two weeks. The screen turns off, and before that the touch screen wasn't working properly. The battery also only lasts for one day even when it's fully charged.",0
Phone... Very Cute & Powerful phone...Display is amazing... Super Speed... Decent Camera... so overall 5 Stars... Love the phone,1
This item is in great condition with no damages or scratches. I loved it!,0
The phone box was already open when I received it and the phone wouldn't charge. I didn't have any problems with the other phone.,0
"Not a new phone! Seal is broken. However, it still functioning well until now.",1
This phone is not working and cannot be synced with iTunes. I need to return it. Please help me with how to return it!,0
"I received the phone sooner than i expected, no scratches, decent screen, so that was a plus. Unfortunately the phone itself was kind of dirty doesn't work at top notch status. The home button is malfunctioning, i have to press it extremely hard for it to function correctly (hopefully it won't become a problem). The phone works slowly. . The charger is bent but works so no problem there. Shouldn't be described as ""Like new"" because it wasn't ""like new"".",1
I received my phone on time and it was in excellent condition. I could activate it completely on my own and it is working fine. The only reason I didn't give it 5 stars is because the battery performance is somewhat degraded. But overall I consider it a very good purchase.,0
The cel doesn't work. I can't make calls.. and I can't see my MS.... I feel angry because I paid for something bad... I want my money back.,1
"I'm very happy with this phone. It's always been very fast and the camera is excellent. If it had Android support it would have been perfect, but I don't regret the purchase at all.",0
"The iPhone 4 was advertised as being in like-new condition, but the bottom right corner glass was shattered and the button intermittently works. It cost me $136 to have it repaired.",0
"The product had a good appearance, but it stopped working properly soon after being purchased. The battery likely needs to be replaced. The customer is mostly disappointed because they bought the product for their son and did not try to return it immediately when it started having issues.",0
My mom loves it!-comes with a case and a screen protector- enormous 4000mah battery (you can charge other phones with this phone with an otg cable)-comes in gold-5.0mp front camera for those col selfies-no problem running candy crush and other lower end games,0
"The many apps available on Amazon are great, as is the speed and sound of the device. However, the camera isn't very good and the battery life is quite short.",0
"Nice Device, greay camera , strongly recomended",1
"I bought 5 unlocked phones, it turns out only 4 phones were unlocked.",1
The charger connection is not good. This phone doesn't work with 4g/LTE. I feel cheated. The headphones are very low quality. The left and right channels are swapped and the left is much louder than the right.,0
I got this as a present for my father. It only lasted a week before it would drop calls right in the middle of a conversation. And that was only when it actually managed to get a signal. It also apparently randomly called a friend of my father late at night. (Neither one of them are night owls.) The battery wasn't great either.,0
Item was not brand new as advertised. This is quite deceptive selling reconditioned items as brand new. My phone is already giving issues.,1
"Obviously it's not a NEW phone. There are scratches on the screen. After 1 day, the battery still can not be 100% charged. I returned the phone.",1
"good phones, good cost, but didn't like the packaging although it kept the cost down, so not to bad .",1
"This phone is nice. It came with an Apple charger and cord, and I'm using it right now.",0
Love the phone. Upgraded from an iPhone 4S to the HTC One. Very user friendly. Good price and fast shipping.,1
"Because it's an old iPhone, I thought it would be slow but it's actually very good for its current price.",1
"This phone is nice, but I think the listing on Amazon was mistaken. It said this phone had 32gb of storage, but it must have been a mistake.",0
Came faster than expected. Awesome phone and it is unlocked. Brand new for a fraction of the price!! Only problem is the battery is horrible. It will say 14% and die 1 minute later. Other than that it's been great,1
"Thank you so much for the amazing iPhone! It worked perfectly right out of the box, and the instructions in the box were very helpful. I look forward to doing business with you again in the future!",0
"Phone worked great for the first couple of weeks....now it drops calls,freezesup,and now will not connect to the network! This was a Christmas gift for my teenager...she is not happy!",1
"I bought this phone for my girlfriend's birthday, and it arrived very quickly and was in great condition. I love Windows Phone and am very used to it. I have also bought the 920 and 925 and both work perfectly. The 1020 has a great camera and is very clear. I would recommend this phone to anyone.",0
I love the battery life on the Blu Dash 5.5. The only reason I deal with the smaller screen is because the battery life is so good.,0
I wasn't happy because the pictures showed as if I was getting 2 cases and maybe a charger but to my suprise it did not...,1
"I purchased this for my grandaughters birthday and the day after i gave it to her it completely shot craps. it won't even charge, turn on or anything. she said it acted like it was throwing sparks before it stopped. I have sent it back to the company and still haven't heard anything or received an e-mail. I would like to have the Iphone replaced. I'm starting to feel very cheated and dissapointed. I can be reached by e-mail at phuber62@outlook.com or by phone at 618-286-4929. I would appreciate some sort of response to this matter.",1
I have a problem. The system is preventing the latest system update! It tells me that my phone system software has been modified. Could you let me know why and what I should do?,0
"Phone worked great for the first couple of weeks....now it drops calls,freezes up,and now will not connect to the network! This was a Christmas gift for my teenager...she is not happy!",0
Your product is very good I recommend other customer to buy your product you exceed my expectation.,1
"Unable to connect to 4G LTE with AT&T service after hours in the store on the phone with tech support. Purchased this to replace beloved HTC M7 that should've been the same device, clearly not as advertised.",1
"I love this phone! It's beautiful, fast, and the camera is amazing. I definitely recommend it!",0
"I get my phone this week and people can't hear me when I make a call, this is because the microphone inside it's damaged. I spent 70$ to repair it because i'm outside the States and can't return the phone. Big fail.",1
"This product was perfect for my teenage son's birthday gift! It was high quality and arrived on time, which saved me a lot of time and money. I would recommend it to anyone looking for a great deal.Regina",0
I'm not happy at all. I got this phone because it seems like a great phone because I needed to start my own plan and I needed to start applying for jobs but how can I receive a call for a job interview when calling doesn't work the microphone doesn't work. And it will glitch out and kick me out I'm not happy at all!,1
We easily transitioned my father from his old smart phone to this one through our AT&T service. We had no issues.,0
"I absolutely love this phone! I just didn't expect the yellow casing to be in such poor condition, with cracks and dents, and the top left corner of the screen chipped. People say I sound muffled when I talk to them on the phone. I've had this phone since last year and now the audio sometimes doesn't work when I record video. I can't use talk to text, voice command or shazam anymore because the mic quit working. ☹ But",0
This phone has been great for the past two years! The pictures are fantastic and I love it!,0
"The product was advertised as unlocked, but in reality I had to pay someone else to unlock it so I could use it.",0
"I am still learning this phone!!! LOL!! I am so happy I made the switch back to Nokia. For a while I was with blackberry (got sucked into the bbm craze lol) but now I am back with a vengeance. This phone is everything you know, expect and love about Nokia. I joke and say this is a computer with the calling capabilities. Or perhaps its a camera with computer capabilities lol. Either way, its a HUGE compliment. I am learning something new everyday and I love it. SO glad I decided to go with Nokia over the Samsung. Totally worth it.",1
"My first review on Amazon after being a customer for over a decade. This is a total fraud, the charger is cheap off the street, as for apple packaging see the picture of attached box and the plastic sleeve it came in.",1
"We bought this phone so we could use the TruLink for hearing aids. However, the iphone will not sync to the Starkey aid as it should. We expected better from Amazon. This was the main reason we bought the phone.",0
"Excellent phone, so happy I bought one. So much you can do with this phone and the camera is awesome.",1
Good evening I'm just receiving this iPhone and it's a Verizon iPhone and it's locked.. I need your help to return this item and buy the unlocked cell...,1
"here in guam , works perfect ,not any problems to activated, , able to work with any sms card and any region, able to download anything , this works fine!! love it",1
"When I first got this phone, I was amazed at how good it looked on the outside. It looked brand new. However, when I turned it on, there were a few very faint yellow lines going down the screen. I returned it because I was worried that this could become a bigger problem in the future.",0
"I had a very frustrating experience with this seller - it was the worst one I've ever had. I wouldn't actually give them any stars, but I have to. I ordered an iPhone 4s box, and the bottom was roughly sealed with some dirty paper to cover the real specs. It was blocked and 16 GB instead of 32 GB. Moreover, the seller wouldn't confirm the return of this product despite my 2 emails to them. I wouldn't recommend doing business with this seller ever",0
Lasted for around 27 days now it won't hold a charge. I loved it when it first game updated it to ios 9.1.2 and it screwed me over not even a month what it. I don't even know what to do.EDIT: Product works. It was just the power brick that came with it. It no longer works. I do have another power brick and the phone does hold a charge.,1
It's a great phone but it was to small for my fingers so I had to send it in to Amazon heh.,1
"I bought the iPhone for my female mate, but I don't use it myself. A few months after the purchase, it's still working properly and looking like new. What a great purchase!",0
Next Time you sell something you should have the box Sealed .When i got this product the Box Was Opened and it said New and you saidyou opened it to see if everything was in the box .Inside was a 16.Gb Phone Instead of a 32.Gb Phone .You tried to take me as a Skr.,1
The phone seems to be working very well no problems it had the storage capacity that was in the description looked felt and worked like a brand new phone so I will repost in a few months letting you know if the status remains the same.,1
This phone looks like a refurbished phone. It doesn't work well.,0
My father enjoyed it. You had the most competitive price on the market so that's why I purchased it for him and also it was in good condition. I will continue to buy from you.,0
The product arrived in perfect condition. I activated it on my Tracfone and the sound quality was great. I highly recommend this seller.,0
I bought it as a Christmas gift and the recipient loved it. They were so happy they might have cried if no one was around. They still love it.,0
"I bought this iPhone 4 and when I took it out of the box, I noticed that the screen was in great condition and the back of the phone only had one scratch. However, I also noticed that the white water damage stickers had been removed from the headphone slot and charging port. I activated the phone and it worked well until last night when it started randomly shutting down on me. Now it won't turn on or charge at all! I bought this phone directly from the Amazon warehouse,",0
this product seems to be brand new have no problems with the phone at all no scratches or dents very happy with it,1
I love this phone. Camera is awesome and I use it to take tons of pictures. It also has a lot of software package that you can edit your pictures or do weird strange effects like nokia cinemagraph not seen on other phones. Windows is doing a great improvement with their OS. I really like it. This unlocked phone worked perfectly for me.,1
This phone is the best phone I have ever owned. Windows 8 truly shines on devices. I will never go back to Droid.,0
"The update process took a while, but the phone still runs fast.",0
I read the review for the seller before I ordered the phone. He was very helpful and understanding. He even went as far as putting addition money out of his pocket to expedite my shipment. I would recommend him for anybody. My wife is extremely pleased with the phone....no issue whatsoever. Thank you.,1
Parabéns!para o loja que vendeu o Apple iphone 4 32GB...esse aparelho é tudo de bom nos momentos atuais...ele resolve tudo e ti deixa perto dos familiares e amigos...tem coisa melhor?? Se tem nao conheço mi apresente.Apple estar de PARABÈNS!!Hoje com o meu apple iphone4 sou a pessoa mais feliz..OBRIGADA.,1
"This phone came to me in perfect condition! Just a few signs of cosmetic wear, but they are hardly noticeable. This was a great buy! The phone was unlocked as well.",0
When it came it had been used before. I went to the apple store because it didn't work and when they looked up the serial number it had been pre owned ( it was advertised as a new phone),1
"This is my first return on Amazon and it appears to be very easy. As far as the product is concerned, its looks great but works terribly. Clearly a defect of some sort...all well, will return and purchase a new one",1
Was surprised that the volume on the phone is 1/2 as loud as my original phone purchased new 4 years ago. Bought this one as a gift and the ring is not very loud. Exterior had only a couple of minor scratches which was expected for a refurbished.,1
"I have owned three Nokia phones, and my second one came with Microsoft Phone software. The first problem I encountered was that the screen was very fragile and broke easily. In the month that I had the phone, it broke two separate times. The phone should be sold with its own cover for protection. Secondly, the compatibility of Microsoft phone software with other useful softwares, such as Amazon, is limited compared to iPhone and Samsung. This was a BIG disappointment for me.",0
"I am very angry and frustrated with my purchase of this phone. It was defective and only lasted for 4 months. It overheats, has poor signal reception, and the battery drains quickly. Now it won't even turn on. I want my money back!",0
The quality of the iPhone I received was almost like new plus it came with its own otter box. It shipped out quickly as well. So I'm very satisfied!!!,1
"Its not a RM-877 it is an RM-875, no 4g or lte and the battery life is really short no where near the spec say. Phone was new, the camera is awesome and the processor is fast.",1
"This phone is reliable and works well, though it may be a bit slow and the home button requires pressing firmly. Overall, it is a good product.",0
"Thank you for your feedback! I'm glad you like the product, it's exactly as described. Thank you very much!",0
I'm so glad I found this phone! It's such a great value - I would never spend $400 on a phone again.,0
The phone is locked and I can't use it. The seller isn't responding to my messages about how to unlock the phone or get a replacement.,0
"The phone as received looked good overall , and worked as well ! Would use Wireless 2 Go again ... Perry",1
"Second I've ever owned, and I only bought another one because I moved to another country and my original phone provider won't give me an unlock code.",1
"Great product, the camera is awesome and the OS is perfect if you are looking for productivity, not so much apps, but runs really smooth and cortana makes it feel like a real smart phone, better than the iphone",1
"
This phone is not functional and cannot be synced with iTunes....I need to return it. Please provide instructions on how to return it!",0
"I'm a happy customer now that I have a great phone at a great price. It all started when I received a defective phone, but the vendor made good by responding quickly and sending me a working phone within a week.",0
"This phone only lasted for approximately 4 months before it died on 3-30-2016. I tried to return it, but wasn't able to. I spent over $100 on this phone, which is absolutely unacceptable given how short its lifespan was.",0
"I've been using this phone for about six months now, and it's the best cell phone purchase I've made in years. I've been watching its price on Amazon, and it's gone up since I made my purchase. If it ever goes back down, I might buy another one.",0
"I took the risk of buying a used iPhone, and I don't regret it! The seller gave me the phone with four additional cables, the original box and documentation, earpods, wall charger, and even a black case. The seller even gave me the Apple store bag. Thanks Hollywood Studio Gems!",0
This phone is wayyy too slow and keeps freezing every 10 minutes.,0
"0 complainsthe iphone came to me brand new....and im using it in Caracas Venezuela, without any trouble!!!!!I think, these models come from europe, cause the battery charger, but these people incorporates an adaptor plug!!!",1
"I am new to the Apple iPhone, and I have found it very user-friendly and perfect for my needs.",0
Many people have called with the same problem for this phone - it was nice until it broke.,0
"Each day I become more and more pleased with the Apple iPhone. Outstanding performance, superb graphics, highly functional, an excellent camera, great touch-screen response, thousands of useful and amusing apps, top-notch operating system. Apple demonstrates why she's the market leader with this product.",0
"Even though the description says this refurbed phone was unlocked, we wasted an hour in the Verizon store trying to get it activated. What a waste of time.",1
"Since installing this app, my phone has been crashing more frequently. It also struggles to connect to available wifi networks. Overall, I'm not very impressed with its performance.",0
"Got this on time it was new worked perfectly fine. I would so recommend this to whoever would like it.(Update) I had the phone less than a year and i had some issues. I did get the phone flashed so it could work under another network. After having it for a few months people would call me and i would pick up i could hear them, but they were not able to hear me. So I took it to and iphone repair shop over three times, the replaced the microphone and it still didn't work. I gave up and switch to another phone. Money down the drain on this one.",1
My son had a lower Windows phone before but dropped and broke it. He got this one and loves it. It takes some very good pictures too.,1
This phone is beautiful and has the best smartphone camera available. I have been using Windows Phone for over 3 years and have no plans to switch to any other operating system.,0
"I was unhappy with this purchase because the mobile advertising was supposed to be unlocked, but it wasn't. Additionally, the phone gets very hot, even when it's not in use, and it feels like it's going to explode. The battery is also not very durable - it runs out of power after just a few hours, even when it's fully charged. So I asked for a refund and they said I could return it. I sent it back on August 18, but it's",0
"I dropped it and front glass broke, so I use it anyway.",1
Was worried about buying a used phone. I'm very happy with my purchase. Looks and works great! Definitely recommend it!,1
"This is a real battery of 4000 milliamps. If you purchase this phone , you'll have power in your battery for at least 60 hours of normal use without needing to charge it.The display is a very high quality crystal screen.I highly recommend this phone.",0
"If you're looking for a phone that will charge quickly, this is the phone for you.",0
The best phone I have ever had. iPhone the way to the future. I would recommend an iPhone to my friends,1
"I absolutely loved this phone! It worked perfectly when I was in Central America, and I was able to make and receive calls without any problems. All I did was add a local chip and it worked like a charm.",0
"This review is very confusing. It seems like the person is asking for a bad version of something, and then complaining about broken screens and blue lights. I'm not sure what they're asking for, but it sounds like they're not happy with what they got.",0
"I was worried about buying a used phone, but I'm very happy with my purchase! It looks and works great! I definitely recommend it!",0
BEWARE! I just purchased one. It is not factory unlocked. It is a T Mobile phone. It does not have HTC warranty.,0
Speaker did not work. I have returned it for a refund and still haven't received my refund,1
one of the two phones is bad. Its so bad that such thing could be sold on this great market place.,1
"I have found the camera and camera apps to be great. The phone has automatically updated to WP 8.1 incl. Cyan (8.12.xxx). I have not been able to find the WP 8.1 Update update. The phone has occasionally crashed and required a soft reset, but I have not been able to find a reason or pattern.",0
"Even the most shipper new cellphones i have seen came with earphones and a lumia 1020 doesn't.International version what this means? If they means is unlocked, come on!!!! This came full garbage from at&t / leak of important info equal miss- information.",1
"You are the first person I bought an iPhone from, and I love It! It looked like it was brand new, even though it had some scratches. I can't get over how great it is!",0
It came out really good like how it was shown in the images and in the details and what comes with the only one thing was that wen I got it didn't look clean it had some dirt but that wasn't a problem it was easy to take off but other than that 👏,1
"I have high anxiety so that made me very nervous purchasing an Iphone 4 online. I had contacted the seller a number of times concerned about the shipment, but he was great at getting back with me right away. He answered every question and was very patient. I received my phone today and it is perfect there is NO damage and it works perfectly. Thank you so much for the great experience!!",0
Sometimes Says No Sim When The Sim Is In The Slot & Is Inserted In The Phone . Phone Also Works Slow But Other Then That In Good Condition,1
"The Battery drains quickly with a full charge and the processor doesn't work properly, it freezes and stuff. It worked okay for about 1 month.",0
"I wasubuntu right, I took this to the store, because I thought it needed a new battery. They showed me how to put it on ""Airplane mode"" since I am not using it as a phone. They also helped me set the settings so that it is not on all of the time. They did a diagnostic test on the battery and showed me the battery was fine, it was just my settings that were making the battery run down fast. So I do not use this",0
Phone looks very good. Does have some glitches. Sometimes it will not return to the home screen no matter what. Just have to wait ten minutes or so because when it's stuck it won't even power down but it will let you turn the screen off so at least it isn't draining extra battery. SIM card included was not as expected. The SIM card was disabled and useless. At&t set another for free but took almost a week to arrive. I could have bought same phone without sim card for nearly $15 less. Lesson learned but phone is in good shape.,1
The phone works perfect. My son loved it!!! the shipment is really fast and don't have problem with activating it. Thank you!!! AWESOME!!,1
Excellent phone so glad I didn't waste money on an iPhone this does all you need,1
I've had my iPhone 4 for 4 years now and I haven't had any problems with it.,0
I love this phone!!! the charger is a little loose but any other usb charger works fine,1
The phone was in excellent condition when I received it. It works perfectly and I'm very happy with my purchase.,0
Christmas gift for little sister. She loves it & now lives on it. Now I have to purchase another one for my mom. Its a great phone & comparable to notable brands.,1
"This phone is great! The camera is amazing and it works perfectly with Telcel in Mexico. WhatsApp is also available, which is fantastic.",0
"
I bought this phone because of the video quality, but I have not been able to ""unlock"" it. I live in Brazil and have tried to use the phone with chips here, but it doesn't work. Could you please tell me what I have to do, because it appears to be ""blocked""?",0
"I was happy with the fast delivery, but when I opened the box, the iPhone was dirty. I had to clean it before using it. There were some areas that were especially dirty, and I'm not sure what to use to clean them. I'm only keeping the phone because I need it, but I would never recommend Amazon to my friends for buying gadgets. The phone should not have any dents, but it does. Please do better next time.",0
"This phone is cheaply made and not worth the money. The menu is terrible, you can't transfer data from an SD card, and it can only read MP3 files. Save up and get a better phone. Even an old QWERTY phone from 10 years ago would be better than this.",0
The has a short battery life. I am constantly recharging. The phone take too long to power up. I am strongly considering selling it and get another brand.,1
I'm not taking the chance of having compatibility issue so it will be returned.,0
"Although this did not come with original accessories as stated, knock off charger and no headphones which were include in the original accessories of the iphone 4, the phone seems to work fine for my teenager, the exterior is in excellent shape. Will update when I take it to our carrier.",1
Great product. Perfect phone. Seller sent it with unlock code inside the box as promised... Totally satisfied...,1
The phone is lock and I can not use it. Seller is not answering mail on how to unlock or option to replace the phone,1
it has moments wherein it suddenlly stops at the middle of talkin it turns off automatically. My communication for some reason with this one is constantly been interrupted for no apparent reason.,1
"I'm having problems connecting to WiFi and Bluetooth, and the phone gets very hot and often restarts itself. I love Windows Phone and Nokia, but this time they've really let me down. I don't know if it's the fault of the system, the phone, or the AT&T version, but I'm returning it. I'm afraid to try again.",0
an awesome phone at affordable prices battery is great,1
The speaker phone function does not work well and it is not compatible with some bluetooth devices.,0
"Everything is good, clean, no scratches--however, the battery doesn't hold a charge for more than about three hours at a time.",0
The phone box was pretty opend and would not charge up! But having no problem with the other phone,1
Total waste of money! I spent $179 and this phone wouldn't read a SIM card after 35 days. These refurbished HTC ONE M7's are garbage! I have bought 5 of them this year and all of them barely last past the return date. Buyers beware!!!!,0
Still a great phone. You can't get a mid tier phone that's new with the same quality for the price.The only problem was that The Wireless Circle sold me a used phone that was supposed to be new. It was obvious because there was a screen protector installed by a previous owner. I returned it and purchased a One through WCE and it was actually new. Inspect it closely because you don't want a 2 year old phone that's possibly been used.,1
No words enough!!Got an amazing phone with almost 50% OFF!!! (comparing with prices in US)They even gave me options (thru emails) to choose a different colors!!And they gave 1 YEAR WARRANTY !!!.Good job!THANK YOU.,1
The phone is OK but I seem to be having some problems like the charge doesn't last like it suppose to and it overheats pretty fast other than that if those problems didn't exist it would be a great phone,1
"This product has a couple of models. Mine is 801e (M7_U), made in Taiwan. It's the Asian version. I confirmed the information with the HTC support and with a another number of foruns. It has no LTE/4G support!When I discouvered the problem, I contacted the seller, that did nothing, saying that It was passed the time to reclaim.Seriously, you do not know anything about the product and sold it anyway.Do not trust this seller!The product itself is pretty good. BUT has no 4G suport. By the way, It's not unlocked too.",1
"This phone works great! I received it on the date that was published, but the battery wasn't fully charged and the charger wasn't working. I received a new charger and now the phone is in great condition.",0
"This is an excellent phone. It can compete with the best in its range, and for me, it is the best. It really works like a charm. The camera is good, the screen is good, and the speed is good. The only bad thing is the battery life.",0
"The iPhone I purchased is broken (the round button in the middle) and locked. I read in my order that it was factory unlocked, and I don't understand.",0
"placed in the description that are new, and come with many stripes and details. DealFisher seller",1
"This phone is complete garbage. I waited six months to activate it, switching to Verizon from T-Mobile after fifteen years of service, and the phone does not work. There is no signal whatsoever. Are you kidding me?! I have four young sons that I need to keep in contact with at all times. Doctors, hospitals, appointments - I need to be able to reach them whenever. If I could cram this phone up someone's ass, I would.",0
This keyboard was defective--keys would randomly press without me touching them.,0
"Purchased this product as new. Proximity sensor failed. Apple support told me this phone was purchased in 2011and had no factory warranty. Company will not do any replacement after 30 days, so beware. I have a phone that I cannot use for phone calls. I will not purchase from these people as they state the product is new, but it is not!,",1
Nice first phone for a 13 year old. In good working condition. Just a few minor scratches.,1
"I absolutely love my iPhone! The only downside is that the new SIM cards are smaller, so I had to send mine all the way to Jamaica. But it's definitely worth it and I'm in the process of getting myself a new one!",0
"best purchase I have ever made. the phone came in great condition, maybe a couple of little scratches but that was mentioned in the details box. I love my iphone and have never had a problem with it",1
"The battery life on this device is pretty short - only lasting around 3 hours when using the internet constantly. If you're not using it much throughout the day, it will last longer. Other than that, the device was unlocked and everything seems to work properly.",0
"Since purchasing this phone, it has taken months to get it to work on the ATT network. Finally got it to work this week, but ATT tells me the phone is about to expire (dead) because the screen edges are turning yellow! I thought this was supposed to be a decent phone. Can I get a replacement or credit?",0
No words enough!!Got an amazing phone with almost 50% OFF!!! (comparing with prices in US)They even gave me options (thru emails) to choose a different colors!!And they gave 1 YEAR WARRANTY !!!.Good job!THANK YOU.,1
Everything works great Updating took really long but it's on older phone still runs pretty fast processor wise,1
"wifi, bluetooth connectting problems. overheat, restart itself. I love wp system and nokia, but this time made me really sick. I don't konw it's the system, the machine or the at&t version. I return it and afraid to try again",1
I love the phone it works great. But one slight problem. You sent the wrong kind of charger for it. I needed one for an iPhone 4s and you sent Ike for a 5s or newer,1
"This product is just like new, and it looks brand new too. I'll definitely be shopping here again soon!",0
"This product is terrible. It doesn't say anywhere that you shouldn't remove the battery, but if you do, it won't even turn on.",0
"This phone was a refurbished phone, that was unlocked and I could use my home WiFi to look things up and start downloading apps before my SIM card come from the company I was changing too. I bought a 16 GB because I have a Ipod that was 32 GB to keep my music on and other games I play a lot.",1
"I was disappointed with this purchase because the phone was not in new condition as advertised, and it was not the model I wanted. The iPhone 4 I received had a cracked screen and poor battery life. I'm only using it because I have no other choice, but hopefully the seller will be called out on this next time.",0
"Glitchy, battery drains fast. Screen dims and brightens on it's own. All around sucky phoneToday is June 26th. And now my case won't close because THE PERMANENT BATTERY has swollen. Can't replace it so I guess that after 6 months um supposed to buy A NEW PHONE. customer service sucks so I'm SOL. NEVER ANOTHER BLU",1
"The iPhone was in excellent condition, exactly as described in the listing. It arrived on time and was well-packaged.",0
"Bought the iPhone for my female mate, but I do not use iPhone. A few months after the purchase, the iPhone is still working properly as like new. What a great purchase here!",1
"I'm not able to use the phone because the data signal is poor so I don't get to make or receive calls or messages regularly. I can't always get on to the internet either. I took the phone to my service provider and they programmed the correct APN information and changed some other settings but I still have the problem, so I haven't been able to use the phone for a whole day yet without it giving problems. I had to go back to using my old phone.",0
This seller shipped my used iPhone to my APO address in Afghanistan and it arrived on time. It's nice to be able to buy used iPhones that are in good condition and working perfectly. The phone was exactly as described.,0
I love HTC phones its a good brand and its features are great. Its os is fast I have no problem so far,1
"We're thrilled with the HTC 1 M7! It does everything it advertises, and we're complete novices when it comes to these sorts of phones. We find it very easy to use, and the camera takes amazing, clear pictures. A friend just bought a new iPhone 5 because she was told it had the best camera, but she was blown away by the pics on ours and realized she'd made the wrong purchase. The HTC 1 M7 is top quality all around.",0
"I really like the phone, Thanks It came nicely with bubble wrap so it would not bounce around, again Thanks",1
"Just received my order for 2 unlocked GSM iPhone 4s & 2 Gorilla glass heavy duty cases. Both phones are Verizon CDMA carrier unlocked which is NOT AT&T or Team Mobile GSM unlocked! Also, 1 of the 2 Gorilla glass case came shattered inside the bubble wrap! Rrrrrrrr😡 Only good thing was package arrived in 24 hours only for me to have to return!",1
"12/30/14Bought a ""Used - Very Good"" condition Stealth Black M7 from PONADS for $209 and I am impressed with the condition of the phone since it only has 4-5 noticeable scratches. The phone has no significant wear and it works perfectly.I can only speak out for PONADS, who delivered the item quickly and in great conditions. 5/5 stars for them.The phone itself is amazing as well, I love it. 5/5 stars for HTC.I will update if anything happens with the phone.-----------------------------------------------------------------------------",1
Tablet is as described and was neat packed. Delivery was just 2 days as promised,1
This product says unlocked but it does not work with boost mobile. We called blu customer service and they weren't very helpful and hardly spoke English. It's overall a nice good quality phone but beware you cannot use boost mobile,1
"This phone broke after 5 weeks. The microphone quit working and I needed a working phone that day. I had to bring it to Apple. They gave me a new phone for $150. So I paid a total of $450 for a brand new, factory unlocked 32 GB iPhone 4.",0
The seller guaranteed to dispatch an unlocked iPhone however sent an AT&T locked phone rather. The screen was additionally broken upon arrival. I needed to spend more cash to have the screen fixed and now I am attempting to get the iPhone unlocked.,0
"When I bought this phone, it arrived as if new, and it functioned and appeared fine with no issues. However, it came with iOS 7.1.1, which is rather perplexing since that OS came out more than 2 years after the phone did. When I questioned the seller about it, they said that it was updated by Apple before they divested the phone off to the seller. Since I had specifically wanted it to have the original iOS, I returned it without any",0
"My son wanted an iPhone, but I had just switched carriers. So I didn't want to pay full price for a new phone. Then I said let me look on Amazon. This phone was in perfect condition. My son loves it. Thank you. Money well spent.",0
"The IPhone 4 does the job I need it to do. I use mine as a phone, GTD apps, and Music-Podcast player. I love the capacity. This is not the latest or greatest, but , for half the price I get 4/5ths of an IPhone 5.",1
